record_id,title,authors,year,doi,journal_name,study_design,ai_technology_type,clinical_domain,vietnam_province_region,ethical_principles_addressed,governance_framework_mentioned,data_privacy_security,human_in_the_loop,transparency_explainability,bias_fairness,accountability_responsibility,informed_consent,regulatory_compliance,stakeholder_engagement,sample_size,data_source,implementation_barrier,key_finding,extraction_status,extraction_confidence,extracted_by,extraction_date,notes,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48
REC_DIR_0094,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam","['Luu Thi Thu Kieu', 'Phan Huu Vinh', 'Nguyen Thi', 'Trinh Khanh Linh', 'Tran Xuan Dai', 'Tran Ngan Hanh', 'Nguyễn Ngọc Linh', 'Le Thanh Hang', 'Hy Minh Giang', 'Vo Anh', 'Thanh Pham', 'Dang Cong Son', 'Lê Minh Đạt']",2025,https://doi.org/10.33846/hd20502,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0096,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study","['Minh Tien Bui', 'Ha My Le', 'T P Luong', 'Hoang Anh Vu', 'Thế Anh Trần', 'Ngo Td', 'Dieu Linh Bui', 'Thi Han Bui', 'Duy Cuong Nguyen', 'Thanh Binh Ngo', 'Kien Trung Nguyen', 'Thi Loi Dao']",2026,https://doi.org/10.2196/95867,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0097,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,['Dani Hutchinson'],2026,https://doi.org/10.26190/unsworks/32205,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0098,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,"['Dang Tuan Nguyen', 'Phat K. Huynh', 'Vinh Duc An Bui', 'Kee Young Hwang', 'Nityanand Jain', 'Chau H. Nguyen', 'Le Huu Nhat Minh', 'Lê Văn Trường', 'Xuân Thanh Nguyễn', 'Nguyễn Hoàng Định', 'Lê Tiến Dũng', 'Trung Le', 'Manh‐Huong Phan']",2023,https://doi.org/10.48550/arxiv.2311.00737,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0103,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,"['Chau Ma Thi', 'Hoang-Anh Nguyen The', 'Kien Nguyen Minh', 'Long Vu Thanh', 'Hieu Nguyen Dinh', 'Nhu-Y Huynh Thi', 'Thanh-Huong Ha Thi', 'Trong-Nghia Hoang Tien', 'Doan-Truc Au Dao', 'Kim-Long Nguyen Hoang', 'Vy Huynh Kha', 'T. Hoang']",2025,https://doi.org/10.3389/fnins.2025.1580931,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0105,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,"['Hung T. Nguyen', 'Minh Khau', 'Huyen Nguyen', 'Hieu Pham']",2025,https://doi.org/10.1109/ichst66555.2025.11428741,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0109,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,"['Lilu Cheng', 'Jingjun Lu', 'Yi Xuan Chan', 'Quốc Khải Nguyễn', 'John Bi', 'Sean Ho']",2026,https://doi.org/10.48550/arxiv.2601.01897,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0115,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,"['Thanh Luong Tuan', 'Abhijit Sanyal']",2026,https://doi.org/10.48550/arxiv.2606.04037,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0117,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,['Ahmad Aldelemy'],2026,https://doi.org/10.5281/zenodo.19990364,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0122,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,"['Trần Thành Nam', 'Hien Hoang']",2019,https://doi.org/10.25073/2588-1159/vnuer.4325,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0124,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,"['Thi Hoa Huyen Nguyen', 'Thi Hoa Huyen Nguyen', 'Linh Khanh Bui', 'Tran Ngoc Tran', 'Ngan Thi Thuy Nguyen', 'Anh Hoang Phuong', 'Hieu Huy Pham', 'Andrew W. Taylor‐Robinson', 'Tran Quang Duc', 'Huong Thi Thanh Nguyen', 'Huong Thi Thanh Nguyen']",2024,https://doi.org/10.1177/20552076241293974,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0127,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,['Derek Ouyang'],2026,https://doi.org/10.17605/osf.io/n5fb2,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0129,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",['John Cherry'],2026,https://doi.org/10.5281/zenodo.19559782,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0131,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),"['Mochammad Fadjar Wibowo', 'Alexandra Pyle', 'E. F. H. Lim', 'Joshua W. Ohde', 'Nan Liu', 'Jonas Karlström']",2025,https://doi.org/10.2196/preprints.71591,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0136,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings,"['Mohamed Mustaf Ahmed', 'Zhinya Kawa Othman', 'Sumaya Mahamud Mahamed', 'Olalekan John Okesanya', 'Shuaibu Saidu Musa', 'Francesco Branda', 'Don Eliseo Lucero‐Prisno']",2025,https://doi.org/10.1177/20552076251396563,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0139,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,"['Hoan Ngo-Thi-Kim', 'Quynh Pham-Viet', 'Hong Cuong Do', 'Mai Hoang Thi', 'Thao Tran Thi', 'Thanh Tran Phuong', 'Hiep‐Hung Pham']",2026,https://doi.org/10.5812/ijpbs-169858,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0140,SENTINEL-Dengue ASEAN-11: An AI-Powered Climate–Geospatial Intelligence System for Dengue Early Warning and Surveillance Prioritization Across Southeast Asia,['J. Sudsawart'],2026,https://doi.org/10.52939/ijg.v22i6.5044,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0141,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,['Lê Đình Thanh'],2025,https://doi.org/10.63947/bvtn.v1i1.1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_DIR_0143,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),['Hien-Huu Tran'],2026,https://doi.org/10.17605/osf.io/yvxqp,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0002,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models","['Bradley D. Menz', 'Natansh D. Modi', 'Ahmad Y. Abuhelwa', 'Warit Ruanglertboon', 'Agnès Vitry', 'Yuan Gao', 'Lee X. Li', 'Rakchha Chhetri', 'Bianca Chu', 'Stephen Bacchi', 'Ganessan Kichenadasse', 'Adel Shahnam', 'Andrew Rowland', 'Michael J. Sorich', 'Ashley M. Hopkins']",2025,https://doi.org/10.1016/j.ejca.2025.115274,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0003,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches,"['My Bui', 'Minh Hoàng Hà', 'Hoang Giang Pham', 'Thang Phuoc Dao', 'Thuy-Trang Thi Nguyen', 'Minh Loi Nguyen', 'Ngan Thi Vuong', 'Xuyen Hong Thi Hoang', 'Loc Tien', 'Xuan Thanh Dao', 'Cuong Quang Le']",2022,https://doi.org/10.1038/s41598-022-24181-x,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0004,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam,"['Ricardo Aguás', 'Ilaria Dorigatti', 'Laurent Coudeville', 'Christine Luxemburger', 'Neil M. Ferguson']",2019,https://doi.org/10.1038/s41598-019-45816-6,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0006,Predicting Hypertension Based on Machine Learning Methods: A Case Study in Northwest Vietnam,"['Tran Thi Mai Oanh', 'Nguyễn Thanh Tùng']",2022,https://doi.org/10.1007/s11036-022-01984-w,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0008,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study","['Ton Duy', 'Dung Tien Nguyen', 'Cuong Chi Tran', 'Hai Quang Duong', 'Hoa N. Nguyen', 'Dang Phuc Duc', 'Hoàng Bùi Hải', 'Hong-Khoi Vo', 'Tho Quang Pham', 'Hoa Thi Truong', 'Minh C. Tran', 'Phuong Viet Dao']",2024,https://doi.org/10.1371/journal.pone.0310522,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0010,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study,"['Thanh Tat Nguyen', 'Luan Thanh Vo', 'Đỗ Châu Việt', 'Trinh Huu Tung', 'Thien Vu']",2024,https://doi.org/10.1371/journal.pone.0315281,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0012,The Utilization of Machine Learning Algorithms for Assisting Physicians in the Diagnosis of Diabetes,"['Linh Phuong Nguyen', 'Do Dinh Tung', 'Duong Thanh Nguyen', 'Hong Nhung Le', 'Trần Quốc Toàn', 'Ta Van Binh', 'Dung Thuy Nguyen Pham']",2023,https://doi.org/10.3390/diagnostics13122087,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0013,Multidimensional Machine Learning for Assessing Parameters Associated With COVID-19 in Vietnam: Validation Study,"['Tue T. Nguyen', 'Ho Cam Tu', 'Huong Thi Thu Bui', 'Lam Khanh Ho', 'Van Thanh Ta']",2023,https://doi.org/10.2196/42895,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0014,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam","['Thanh Nguyen Van', 'Hoang Lan Vo Thi']",2024,https://doi.org/10.4103/tjo.tjo-d-23-00101,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0015,"AI-Driven Climate-Health Forecasting: A Machine Learning Model for Epidemic Risk Prediction in Ba Ria-Vung Tau, Vietnam",['Đặng Anh Tuấn'],2025,https://doi.org/10.1007/s41748-025-00906-6,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0016,STEMI-OP in-hospital mortality prediction algorithms: Frailty-integrated machine learning in older patients undergoing primary PCI,"['Tan Van Nguyen', 'Quan-Vinh Nguyen', 'Huong Quynh Nguyen', 'Nghia Thuong Nguyen', 'Khai Duc Luong', 'Lan Phạm Thị', 'Tu Cam Nguyen', 'T. Vo', 'Phuoc Huu Le', 'Phuc Thien Tran', 'Thanh Dinh Le']",2025,https://doi.org/10.1038/s41514-025-00238-9,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0017,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review,"['Hein Minn Tun', 'Hanif Abdul Rahman', 'Lin Naing', 'Owais Ahmed Malik']",2025,https://doi.org/10.1186/s12885-025-14026-x,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0018,"Applications of Statistic Softwares, IT and Artificial Intelligence—A Research Case on ByPass Behavior of Patients at Vietnam Hospitals","['Phạm Văn Tuấn', 'Dinh Tran Ngoc Huy']",2022,https://doi.org/10.1007/978-981-16-9756-2_18,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0019,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review,"['Hang Viet Dao', 'Binh Phuc Nguyen', 'Nguyễn Thanh Tùng', 'Hoa Ngoc Lam', 'Trang Thi Kieu Nguyen', 'Thao Thi Phuong Dang', 'Long Bao Hoang', 'Huong Thi Le', 'Long Van Dao']",2024,https://doi.org/10.1177/26317745241306562,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0020,Machine learning-based models for prediction of in-hospital mortality in patients with dengue shock syndrome,"['Luan Thanh Vo', 'Thien Vu', 'Thach Ngoc Pham', 'Tung Huu Trinh', 'Thanh Tat Nguyen']",2025,https://doi.org/10.5662/wjm.v15.i3.101837,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0021,Machine Learning–Assisted Autism Risk Stratification in Toddlers Using the Vietnamese M-CHAT-R and Perinatal Predictors: A Cross-Sectional Study in Vietnam,"['Thi Vo', 'Phuong Minh Nguyen', 'Duy Nhat Nguyen', 'Trinh Van Nguyen', 'Dien Minh Thai', 'Hung Huynh Vinh Ly', 'Trinh Nguyen Ngoc Luu']",2026,https://doi.org/10.1007/s10803-026-07227-1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0022,Application of Artificial Intelligence in Healthcare in Vietnam: A Scoping Review of Current Status and Future Research Directions,"['Diem Vuong', 'Viet Vu Duc', 'Bao Minh Phuong Long', 'Hung Pham Xuan', 'Dat Tran Vuong Quoc', 'Ha Thanh Nguyen', 'Linh Nguyen Khanh', 'Khoa Nguyen Dinh', 'Cuong Duy', 'Duc Nguyen Dinh']",2025,https://doi.org/10.25073/2588-1132/vnumps.4799,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0023,Identify characteristics of Vietnamese oral squamous cell carcinoma patients by machine learning on transcriptome and clinical-histopathological analysis,"['Huong Thu Duong', 'Nam Cong‐Nhat Huynh', 'Chi Thi-Kim Nguyen', 'Linh Lê', 'Khoa Dang Nguyen', 'Hieu T. Nguyen', 'Lan N. Tu', 'Nam Huynh-Bao Tran', 'Hoa Giang', 'Hoai‐Nghia Nguyen', 'Chuong Ho', 'Hung Trong Hoang', 'Thinh Huy-Quoc Dang', 'Tu Anh Thai', 'Dong Van Cao']",2024,https://doi.org/10.1016/j.jds.2024.08.013,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0026,Multidimensional Machine Learning on 2173 COVID-19 Patients in Vietnam,"['Tue Trong Nguyen', 'Tu Cam Ho', 'Huong Thi Thu Bui', 'Ulrike Protzer', 'Van Thanh Ta', 'Ulrike Protzer', 'Van Thanh Ta']",2022,https://doi.org/10.20944/preprints202209.0291.v1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0027,Circulating lncRNAs as biomarkers for severe dengue using a machine learning approach,"['Rodolfo Katz', 'Nguyen Minh Nam', 'Túlio de Lima Campos', 'Victoria Indenbaum', 'Sophie Terenteva', 'Hang Thi Thu Dinh', 'Le Thi Hoi', 'Amos Danielli', 'Yaniv Lustig', 'Eli Schwartz', 'Hoang Văn Tong', 'Ella H. Sklan']",2025,https://doi.org/10.1016/j.jinf.2025.106471,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0028,Machine Learning Nomogram for Predicting Dengue Shock Syndrome in Pediatric Patients With Dengue Fever in Vietnam,"['Rang Ngoc Nguyen', 'Hue T Lam', 'Hung Viet Phan', 'Nghia Quang Bui']",2025,https://doi.org/10.7759/cureus.81819,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0030,PhoBERT: Application in Disease Classification based on Vietnamese Symptom Analysis,"['Hải Thanh Nguyễn', 'Tuyet Ngoc Huynh', 'Nhi Thien Ngoc', 'Khoa Dang Dang Le', 'Pham Thi-Ngoc-Diem']",2023,https://doi.org/10.2478/acss-2023-0004,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0032,"Climate-Driven Dynamics of Infectious Diseases: Machine Learning-Based Predictive Modeling in Ba Ria-Vung Tau, Vietnam","['Đặng Anh Tuấn', 'Trần Ngọc Đăng']",2025,https://doi.org/10.2139/ssrn.5095162,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0033,Adapting and Scaling a Digital Health Intervention to Improve Maternal and Child Health Among Ethnic Minority Women in Vietnam Amid the COVID-19 Context: Protocol for the dMOM Project,"['Bronwyn McBride', 'John O’Neil', 'P. Nguyen', 'Linh Dang', 'Hue Thi Trinh', 'Vu Cong Nguyen', 'Nguyễn Thanh Liêm']",2023,https://doi.org/10.2196/44720,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0034,Towards Mental Health Analysis in Social Media for Low-resourced Languages,['Muskan Garg'],2023,https://doi.org/10.1145/3638761,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0035,Application of machine learning models for green andsimultaneous determination of asiaticoside andmadecassoside in Centella asiatica,"['Ta Thi Thao', 'Nguyen Dieu Linh', 'Nguyen Thi Ha Ly', 'Hoang Thi Tuyet', 'Do Thi Ha', 'Nguyen Lam Hong', 'Tran Thi Hue', 'Nguyen Duc Thanh', 'Pham Gia Bach']",2024,https://doi.org/10.55401/gpttak47,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0038,Identification of the risk of osteoporosis in older Vietnamese women using artificial intelligence and machine learning,['Ketan Sarvakar'],2024,https://doi.org/10.1016/b978-0-443-32892-3.00005-1,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0039,Comparison of serum lactate and lactate-derived ratios as prognostic biomarkers in pediatric dengue shock syndrome using supervised machine learning models,"['Thanh Tat Nguyen', 'Luan Thanh Vo']",2025,https://doi.org/10.1371/journal.pone.0335022,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0040,P-080 Machine Learning with Synthetic Minority Over-Sampling Technique for Predicting Sperm Retrieval in Azoospermia Micro-TESE,"['Việt Hoàng', 'N Anh Khoa', 'Trung-Thanh Nguyen', 'Tung Son']",2025,https://doi.org/10.1093/humrep/deaf097.389,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0041,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: A Pilot Study,"['Andy Li', 'Wei Zhou', 'Rashina Hoda', 'Chris Bain', 'Peter Poon']",2025,https://doi.org/10.48550/arxiv.2504.16601,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0042,A Comparative assessment of ChatGPT vs. Google Translate for the translation of patient instructions,"['P. Srinivasa Rao', 'Lauren M. McGee', 'Casey A. Seideman']",2024,https://doi.org/10.21037/jmai-24-24,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0044,Ovarian Malignance Risk Prediction from Medical Notes: a case study in Vietnam,"['Hanh-Trang Bui', 'Hoang-Linh Nguyen', 'Chi-Mai Pham', 'Vu Duy Hai', 'Thanh-Hai Tran']",2025,https://doi.org/10.1109/mapr67746.2025.11133955,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0045,Cory COVID-Bot: An Evidence-Based Behavior Change Chatbot for COVID-19,"['Simon T. Van Baal', 'Suong Le', 'Farhad Fatehi', 'Jakob Hohwy', 'Antonio Verdejo-Garcia']",2022,https://doi.org/10.3233/shti210948,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0047,APPLICATION OF ARTIFICIAL INTELLIGENCE IN SCREENING FOR AUTISM SPECTRUM DISORDER IN CHILDREN AT CAN THO CHILDREN'S HOSPITAL,"['Thị Ngọc Phương Trần', 'Van Trinh Nguyen', 'Elavarasan Aishwarya Ayyakannu', 'Jyothi Dyana Srinivasan', 'Van Thi Vo', 'Tri Dien Lu']",2026,https://doi.org/10.58490/ctjump.2026i11ta.4353,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0048,Machine learning models for predicting hospital readmission due to cardiovascular diseases among the elderly: a scoping review,"['Huy Gia Ngo', 'Thi Thanh Toan Do', 'Pham Duc Kien', 'Hieu Ha Manh']",2025,https://doi.org/10.6084/m9.figshare.30000934.v2,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0051,Artificial intelligence-assisted screening reveals high prevalence of osteoporosis in Vietnamese adults using pelvic and hip radiographs,"['Dat Minh Nguyen', 'Chih-Hsing Wu', 'Tuan Van Nguyen', 'Lan T. Ho‐Pham', 'Kim Thi Hoang Dang', 'Hy Van Nguyen', 'Sung-Yen Lin', 'Chung-Hwan Chen', 'Ta-Wei Tai']",2026,https://doi.org/10.1016/j.afos.2026.01.002,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0052,A simple nomogram to predict dengue shock syndrome: A study of 4522 south east Asian children,"['Phu Nguyen Trong Tran', 'Noppachai Siranart', 'Theerapon Sukmark', 'Umaporn Limothai', 'Sasipha Tachaboon', 'Terapong Tantawichien', 'Chule Thisyakorn', 'Usa Thisyakorn', 'Nattachai Srisawat']",2024,https://doi.org/10.1002/jmv.29874,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0053,Early individualized risk prediction using clinical data for children during the febrile phase of dengue in outpatient settings in Vietnam and Thailand,"['Sorawat Sangkaew', 'Bethan Cracknell Daniels', 'Damien Ming', 'Bernard Hernandez', 'Pau Herrero', 'Piyarat Suntarattiwong', 'Siripen Kalayanarooj', 'Anon Srikiatkhachorn', 'Alan L. Rothman', 'Darunee Buddhari', 'Nguyen Lam Vuong', 'Phung Khanh Lam', 'Minh Châu Nguyễn', 'Bridget Wills', 'Cameron P. Simmons', 'Christl A. Donnelly', 'Sophie Yacoub', 'Alison Holmes', 'Ilaria Dorigatti']",2026,https://doi.org/10.1371/journal.pdig.0001171,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
REC_IND_0054,"Application of machine learning models to predict the relationship between air pollution, ecosystem degradation, and health disparities and lung cancer in Vietnam","['Tran, Ngoc Hong', 'Lan Kim Vien', 'N. Le']",2025,https://doi.org/10.48550/arxiv.2504.08651,,,,,,,,,,,,,,,,,,,,PENDING_EXTRACTION,,DAO_TRUNG_THANH_PI,,,,,,,,,,,,,,,,,,,,,
