"record_id","stage","reviewer","inclusion_decision","exclusion_reason","notes","date"
"CANON-00257","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX01_NOT_VIETNAM","Thử nghiệm Chatbot tư vấn COVID 19 toàn cầu không có dữ liệu hay phân tích áp dụng trực tiếp cho bối cảnh Việt Nam.","2026-08-02"
"CANON-00258","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng AI cấp cứu y tế tại Việt Nam phân tích công bằng AI và quản trị nguồn lực cấp cứu y tế.","2026-08-02"
"CANON-00259","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng AI trên dữ liệu y tế thực tế Real World Data tại Việt Nam và Indonesia phân tích quản trị an toàn lâm sàng.","2026-08-02"
"CANON-00260","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu khảo sát KAP về ứng dụng AI của sinh viên Điều dưỡng tại ĐH Y Dược TP HCM công bố trên Tạp chí Y học TP HCM.","2026-08-02"
"CANON-00262","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu khảo sát KAP về việc sử dụng ChatGPT của sinh viên Đại học Y Hà Nội phân tích đạo đức học thuật và chính sách trường y.","2026-08-02"
"CANON-00266","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu triển khai kiểm định thực tế hệ thống AI chẩn đoán X quang tại các bệnh viện Việt Nam phân tích quản trị an toàn lâm sàng.","2026-08-02"
"CANON-00267","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu đề cương RCT ứng dụng di động AI dinh dưỡng cho vị thành niên tại Việt Nam phân tích sự chấp nhận công nghệ và bảo mật dữ liệu.","2026-08-02"
"CANON-00269","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu trực tiếp về công bằng y tế AI đạo đức nhân văn y khoa và quản trị Acoustic AI trên Frontiers in Medicine.","2026-08-02"
"CANON-00277","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu AI chẩn đoán trầm cảm qua giọng nói bệnh nhân VN phân tích định kiến văn hóa đạo đức bảo mật và an toàn dữ liệu tâm thần.","2026-08-02"
"CANON-00278","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Mô hình ML dự báo chẩn đoán đái tháo đường hỗ trợ bác sĩ tại VN thuần hiệu năng kỹ thuật không có hợp phần quản trị hay đạo đức.","2026-08-02"
"CANON-00281","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu khảo sát KAP và định tính về góc nhìn sinh viên y tế đối với AI Robot tại Việt Nam phân tích đạo đức và quản trị giáo dục.","2026-08-02"
"CANON-00282","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX02_NOT_HEALTHCARE","Nghiên cứu toán tin lý thuyết về Đại số đại lượng và LLM Generative AI tổng quát không thuộc bối cảnh y tế.","2026-08-02"
"CANON-00283","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu trực tiếp trên JCM đánh giá sự sẵn sàng ứng dụng AI AI Readiness rào cản thể chế và quản trị dữ liệu cho hệ thống y tế Việt Nam.","2026-08-02"
"CANON-00287","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng thiết bị đeo y tế số dự báo tử vong nhiễm trùng huyết tại bệnh viện Việt Nam phân tích an toàn bệnh nhân và bảo mật dữ liệu.","2026-08-02"
"CANON-00288","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng thiết bị đeo cảm biến y tế số phân loại uốn ván tại Bệnh viện Nhiệt đới Việt Nam phân tích an toàn lâm sàng và quản trị dữ liệu.","2026-08-02"
"CANON-00290","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu thực thi Implementation Study triển khai AI chẩn đoán X quang tại trung tâm y tế tuyến huyện Việt Nam phân tích quản trị và chính sách.","2026-08-02"
"CANON-00294","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Quy trình kỹ thuật số hóa và chuẩn hóa dữ liệu điện tâm đồ ECG từ bệnh viện Việt Nam không có hợp phần quản trị hay đạo đức AI.","2026-08-02"
"CANON-00297","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Ứng dụng lập trình di động sàng lọc mù màu trên Android tại Việt Nam thuần kỹ thuật phần mềm y tế không có nội dung quản trị hay đạo đức.","2026-08-02"
"CANON-00299","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng phó dịch bệnh tại các nước LMIC có Việt Nam đi sâu phân tích AI có trách nhiệm Responsible AI và quản trị y tế công cộng.","2026-08-02"
"CANON-00303","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu triển khai thực tế AI sàng lọc võng mạc đái tháo đường tại cộng đồng tỉnh Bình Định Việt Nam phân tích quản trị y tế tuyến tỉnh.","2026-08-02"
"CANON-00304","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu xây dựng tập dữ liệu AI y tế tâm thần tiếng Việt VMHQA phân tích thẩm định chuyên gia kiểm soát rủi ro an toàn và đạo đức dữ liệu.","2026-08-02"
"CANON-00305","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu thể chế chính sách trên Routledge phân tích khung quản trị quốc gia và chiến lược hợp tác phát triển AI y tế tại Việt Nam và Đông Nam Á.","2026-08-02"
"CANON-00307","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX01_NOT_VIETNAM","Nghiên cứu khung lý thuyết tổng quát về AI tim mạch và thiết bị đeo không có dữ liệu hay bối cảnh thực chứng áp dụng cho Việt Nam.","2026-08-02"
"CANON-00310","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu phương pháp RAG giảm hallucination cho LLM tiếng Việt trong miền y tế phân tích trực tiếp độ tin cậy tri thức và an toàn thông tin.","2026-08-02"
"CANON-00312","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu AI tóm tắt hội thoại bác sĩ bệnh nhân thời gian thực có tiếng Việt phân tích an toàn thông tin lâm sàng và bảo mật dữ liệu khám bệnh.","2026-08-02"
"CANON-00313","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX01_NOT_VIETNAM","Nghiên cứu lý thuyết kỹ thuật minh bạch AI y tế trên ngôn ngữ tiếng Anh tổng quát không thuộc bối cảnh hay dữ liệu của Việt Nam.","2026-08-02"
"CANON-00314","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ML phân tích bất bình đẳng sức khỏe và ô nhiễm ung thư phổi tại Việt Nam phân tích công bằng y tế công cộng và quản trị.","2026-08-02"
"CANON-00315","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu thử nghiệm ứng dụng LLM dịch thuật tóm tắt khám bệnh có tiếng Việt phân tích an toàn thông tin lâm sàng và quản trị chất lượng.","2026-08-02"
"CANON-00317","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Công trình ViHERMES phát triển hệ thống AI LLM truy xuất tri thức quy định pháp lý y tế Việt Nam phân tích quản trị thể chế và tuân thủ pháp luật.","2026-08-02"
"CANON-00319","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu phát triển khung chứng nhận tin cậy Trust Certification cho AI Agent y tế tại Việt Nam phân tích quản trị an toàn và trách nhiệm.","2026-08-02"
"CANON-00320","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu bộ benchmark Neurai VN về AI sức khỏe tâm thần tại Việt Nam phân tích đạo đức bảo mật dữ liệu sinh học và an toàn lâm sàng.","2026-08-02"
"CANON-00321","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX03_NO_AI","Nghiên cứu khung năng lực điều dưỡng truyền thống tại Việt Nam hoàn toàn không chứa hợp phần Trí tuệ nhân tạo AI.","2026-08-02"
"CANON-00322","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Mô hình Học sâu dự báo tỷ lệ bỏ điều trị HIV tại TP HCM thuần kỹ thuật lâm sàng không có hợp phần quản trị hay đạo đức AI.","2026-08-02"
"CANON-00324","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu AI nhận diện hưng cảm qua giọng nói tại Bệnh viện Tâm thần Huế phân tích quy trình đạo đức IRB an toàn và bảo mật dữ liệu.","2026-08-02"
"CANON-00335","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu trực tiếp về thách thức pháp lý AI và Quyền người bệnh Patients Rights tại Việt Nam phân tích đạo đức và quản trị giáo dục y khoa.","2026-08-02"
"CANON-00336","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX07_DUPLICATE_NO_NEW_DATA","Bản trùng lặp hoàn toàn nội dung công bố với bản ghi CANON-00335 không bổ sung dữ liệu mới.","2026-08-02"
"CANON-00344","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu mô hình AI XAI tầm soát tiền giật giật tối ưu chi phí tại Miền Bắc Việt Nam phân tích kinh tế y tế khả năng giải thích và quản trị.","2026-08-02"
"CANON-00356","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Mô hình Học sâu chẩn đoán viêm phổi X quang trên Tạp chí ĐH Vinh thuần hiệu năng kỹ thuật lâm sàng không có hợp phần quản trị hay đạo đức.","2026-08-02"
"CANON-00357","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu đánh giá AI dịch thuật hướng dẫn ra viện cấp cứu có tiếng Việt trên WestJEM phân tích an toàn lâm sàng và quản trị chất lượng.","2026-08-02"
"CANON-00358","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX02_NOT_HEALTHCARE","Nghiên cứu ứng dụng AI trong giáo dục giới tính phổ thông tổng quát không thuộc bối cảnh ngành y tế.","2026-08-02"
"CANON-00359","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng AI sàng lọc tự kỷ trẻ em tại Bệnh viện Nhi đồng Cần Thơ phân tích sự đồng ý của phụ huynh bảo vệ dữ liệu và quản trị nhi khoa.","2026-08-02"
"CANON-00360","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu bibliometric tổng quan về Human Centered AI HCAI tại Việt Nam và Đông Nam Á phân tích các khung lý thuyết đạo đức và quản trị.","2026-08-02"
"CANON-00365","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu Scoping Review tổng quan mô hình ML dự báo tái nhập viện tim mạch ở người cao tuổi tác giả dữ liệu VN phân tích chính sách quản lý.","2026-08-02"
"CANON-00366","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX07_DUPLICATE_NO_NEW_DATA","Bản trùng lặp công bố v3 với bản ghi CANON-00365 không bổ sung dữ liệu mới.","2026-08-02"
"CANON-00367","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX07_DUPLICATE_NO_NEW_DATA","Bản trùng lặp công bố v4 với bản ghi CANON-00365 không bổ sung dữ liệu mới.","2026-08-02"
"CANON-00370","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu khảo sát KAP quy mô 2082 sinh viên y tế tại Việt Nam phân tích chỉ số sẵn sàng AI AI Readiness đạo đức và chính sách giáo dục.","2026-08-02"
"CANON-00372","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX05_WRONG_SOURCE_TYPE","Bài viết tổng quan lịch sử truyền thông bệnh viện không chứa phân tích chuyên sâu hay dữ liệu khoa học về Trí tuệ nhân tạo AI.","2026-08-02"
"CANON-00374","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu pháp lý trực tiếp về rào cản chính sách trách nhiệm pháp lý sự cố AI y tế và khung quản trị nhà nước tại Việt Nam.","2026-08-02"
"CANON-00375","FULL_TEXT","DAO_TRUNG_THANH","INCLUDE","","Nghiên cứu ứng dụng LLM đánh giá năng lực cán bộ y tế tuyến cơ sở tại Việt Nam phân tích quản trị nhân lực và độ tin cậy mô hình.","2026-08-02"
"CANON-00378","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX01_NOT_VIETNAM","Luận án kỹ thuật toán học phát hiện bất thường trong sản xuất và y tế tổng quát tại Pháp không thuộc bối cảnh hay dữ liệu của Việt Nam.","2026-08-02"
"CANON-00382","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Mô hình ML dự báo thai nhi nhẹ cân tại Việt Nam thuần hiệu năng kỹ thuật lâm sàng không có hợp phần quản trị hay đạo đức AI.","2026-08-02"
"CANON-00383","FULL_TEXT","DAO_TRUNG_THANH","EXCLUDE","EX04_NO_ETHICS_GOVERNANCE","Mô hình ML biểu đồ Nomogram dự báo sốc sốt xuất huyết nhi khoa tại Việt Nam thuần kỹ thuật lâm sàng không có nội dung quản trị hay đạo đức.","2026-08-02"
