canonical_record_id,primary_manifestation_id,title,year,source_channels,doi,pmid,openalex_id,official_document_number,member_manifestation_count,member_manifestation_ids,duplicate_status,duplicate_basis,preferred_version_reason,screening_status,provenance_status
CANON-00146,OPENALEX:W4413204152,Development of Effective Malnutrition Level Detection Models,2025,OPENALEX,10.1109/bmeicon66226.2025.11113717,NOT_APPLICABLE,W4413204152,NOT_APPLICABLE,1,OPENALEX:W4413204152,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00147,OPENALEX:W7152560976,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,2025,OPENALEX,10.1109/eee-am66675.2025.11473802,NOT_APPLICABLE,W7152560976,NOT_APPLICABLE,1,OPENALEX:W7152560976,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00148,OPENALEX:W7138934170,Prediction of Non-Alcoholic Fatty Liver Disease Based on Anthropometric and Paraclinical Laboratory Data in the Vietnamese Population,2025,OPENALEX,10.1109/ichst66555.2025.11428378,NOT_APPLICABLE,W7138934170,NOT_APPLICABLE,1,OPENALEX:W7138934170,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00149,OPENALEX:W7138931663,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,OPENALEX,10.1109/ichst66555.2025.11428741,NOT_APPLICABLE,W7138931663,NOT_APPLICABLE,1,OPENALEX:W7138931663,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00150,OPENALEX:W4413823528,Ovarian Malignance Risk Prediction from Medical Notes: a case study in Vietnam,2025,OPENALEX,10.1109/mapr67746.2025.11133955,NOT_APPLICABLE,W4413823528,NOT_APPLICABLE,1,OPENALEX:W4413823528,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00151,OPENALEX:W7127321268,GPTViet: An Open-Source Vietnamese Foundation Model from Pretraining to Domain Specialization,2025,OPENALEX,10.1109/rivf68649.2025.11365054,NOT_APPLICABLE,W7127321268,NOT_APPLICABLE,1,OPENALEX:W7127321268,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00152,OPENALEX:W7127307595,Agentic AI Framework for Adaptive Clinical Workflow Orchestration,2025,OPENALEX,10.1109/rivf68649.2025.11365087,NOT_APPLICABLE,W7127307595,NOT_APPLICABLE,1,OPENALEX:W7127307595,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00153,OPENALEX:W7127417295,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,2025,OPENALEX,10.1109/rivf68649.2025.11365231,NOT_APPLICABLE,W7127417295,NOT_APPLICABLE,1,OPENALEX:W7127417295,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00154,OPENALEX:W7131858720,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,2026,OPENALEX,10.1109/tgrs.2026.3668935,NOT_APPLICABLE,W7131858720,NOT_APPLICABLE,1,OPENALEX:W7131858720,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00155,OPENALEX:W4283015290,The Chinese Metabolic Management Centers,2022,OPENALEX,10.1111/1753-0407.13290,35712984,W4283015290,NOT_APPLICABLE,1,OPENALEX:W4283015290,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00156,OPENALEX:W4256155401,Reflections,2019,OPENALEX,10.1111/aor.13457,31016739,W4256155401,NOT_APPLICABLE,1,OPENALEX:W4256155401,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00157,OPENALEX:W4389489459,IAB 16th World Congress,2023,OPENALEX,10.1111/bioe.13252,38063456,W4389489459,NOT_APPLICABLE,1,OPENALEX:W4389489459,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00158,OPENALEX:W7151608334,"Worker Well‐Being, Human Factors and the Gig Economy: Interdisciplinary Perspectives",2026,OPENALEX,10.1111/bjir.70059,NOT_APPLICABLE,W7151608334,NOT_APPLICABLE,1,OPENALEX:W7151608334,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00159,PMID:41131739,Tracking the Debate: Geo-Temporal Sentiment Analysis of Community Water Fluoridation on 'X' (Formerly Twitter) With Five-Year Forecast.,2026,PUBMED,10.1111/cdoe.70036,41131739,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:41131739,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00160,OPENALEX:W4417290975,Children and Families: Everyday Digital Media Culture,2025,OPENALEX,10.1111/chso.70003,NOT_APPLICABLE,W4417290975,NOT_APPLICABLE,1,OPENALEX:W4417290975,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00161,OPENALEX:W4416675597,Pioneers in Dermatology and Venereology: An interview with Professor Dedee F. Murrell,2025,OPENALEX,10.1111/jdv.70132,41287453,W4416675597,NOT_APPLICABLE,1,OPENALEX:W4416675597,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00162,OPENALEX:W4416456850,Characterizing global dermatologic engagement and needs: A cross‐sectional study from 83 countries,2025,OPENALEX,10.1111/jdv.70142,41267645,W4416456850,NOT_APPLICABLE,1,OPENALEX:W4416456850,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00163,OPENALEX:W3216738082,A comprehensive appraisal of evolutionary diversity in venomous Asian coralsnakes of the genus<i>Sinomicrurus</i>(Serpentes: Elapidae) using Bayesian coalescent inference and supervised machine learning,2021,OPENALEX,10.1111/jzs.12547,NOT_APPLICABLE,W3216738082,NOT_APPLICABLE,1,OPENALEX:W3216738082,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00164,OPENALEX:W4383894036,Towards regional progress: <scp>APSR</scp> 2022 Big Five Lung Diseases Workshop,2023,OPENALEX,10.1111/resp.14548,37433568,W4383894036,NOT_APPLICABLE,1,OPENALEX:W4383894036,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00165,PMID:36088657,Flood risk mapping and analysis using an integrated framework of machine learning models and analytic hierarchy process.,2023,OPENALEX | PUBMED,10.1111/risa.14018,36088657,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4295190198 | PMID:36088657,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00166,OPENALEX:W3144156482,Vital sign monitoring using wearable devices in a Vietnamese intensive care unit,2021,OPENALEX,10.1136/bmjinnov-2021-000707,40980081,W3144156482,NOT_APPLICABLE,1,OPENALEX:W3144156482,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00167,OPENALEX:W7164188585,327 An ai-based retinal cardiovascular risk biomarker reflects coronary angiographic disease burden,2026,OPENALEX,10.1136/heartjnl-2026-bcs.263,NOT_APPLICABLE,W7164188585,NOT_APPLICABLE,1,OPENALEX:W7164188585,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00168,OPENALEX:W4389366255,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,2023,OPENALEX,10.1145/3628797.3628852,NOT_APPLICABLE,W4389366255,NOT_APPLICABLE,1,OPENALEX:W4389366255,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00169,OPENALEX:W4390450387,Towards Mental Health Analysis in Social Media for Low-resourced Languages,2023,OPENALEX,10.1145/3638761,NOT_APPLICABLE,W4390450387,NOT_APPLICABLE,1,OPENALEX:W4390450387,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00170,OPENALEX:W4417418988,Perception of violence against women among college students in China and Vietnam: A Logistic-Regression-Based Analysis,2025,OPENALEX,10.1145/3772726.3772873,NOT_APPLICABLE,W4417418988,NOT_APPLICABLE,1,OPENALEX:W4417418988,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00171,OPENALEX:W4389379814,Securing Collaborative Medical AI by Using Differential Privacy: Domain Transfer for Classification of Chest Radiographs,2023,OPENALEX,10.1148/ryai.230212,NOT_APPLICABLE,W4389379814,NOT_APPLICABLE,1,OPENALEX:W4389379814,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00172,PMID:35069786,Shape Prediction of Nasal Bones by Digital 2D-Photogrammetry of the Nose Based on Convolution and Back-Propagation Neural Network.,2022,PUBMED,10.1155/2022/5938493,35069786,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:35069786,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00173,OPENALEX:W4404049520,Editors’ Selections from Relevant Scientific Publications,2024,OPENALEX,10.1158/1940-6207.capr-17-11-hfl,39492621,W4404049520,NOT_APPLICABLE,1,OPENALEX:W4404049520,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00174,OPENALEX:W4416430795,How Has War Shaped American Democracy?,2025,OPENALEX,10.1162/daed.e.935,NOT_APPLICABLE,W4416430795,NOT_APPLICABLE,1,OPENALEX:W4416430795,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00175,OPENALEX:W4401780098,Opening Dialogue,2024,OPENALEX,10.1162/daed_a_02085,NOT_APPLICABLE,W4401780098,NOT_APPLICABLE,1,OPENALEX:W4401780098,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00176,OPENALEX:W4410272205,Artificial Intelligence-assisted Translation and Interpretation for Communication With Patients Who Have Language Barriers: A Systematic Review,2025,OPENALEX,10.1164/ajrccm.2025.211.abstracts.a3643,NOT_APPLICABLE,W4410272205,NOT_APPLICABLE,1,OPENALEX:W4410272205,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00177,OPENALEX:W2988568828,"With Changing Insights, Military Psychiatry Evolved Over Time",2019,OPENALEX,10.1176/appi.pn.2019.5a27,NOT_APPLICABLE,W2988568828,NOT_APPLICABLE,1,OPENALEX:W2988568828,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00178,PMID:34282632,Analysis of Periodontal Conditions in the Provinces of Vietnam: Results From the National Dental Survey.,2022,OPENALEX | PUBMED,10.1177/10105395211029803,34282632,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W3186551429 | PMID:34282632,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00179,OPENALEX:W4403740419,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,2024,OPENALEX,10.1177/20552076241293974,NOT_APPLICABLE,W4403740419,NOT_APPLICABLE,1,OPENALEX:W4403740419,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00180,PMID:41234615,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings.,2025,OPENALEX | PUBMED,10.1177/20552076251396563,41234615,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4416112095 | PMID:41234615,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00181,PMID:39734422,Application of artificial intelligence in gastrointestinal endoscopy in Vietnam: a narrative review.,2024,OPENALEX | PUBMED,10.1177/26317745241306562,39734422,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4405765146 | PMID:39734422,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00182,PMID:42337499,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study.,2026,OPENALEX | PUBMED,10.1186/s12882-026-05114-6,42337499,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W7165659512 | PMID:42337499,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00183,PMID:40234807,Artificial intelligence utilization in cancer screening program across ASEAN: a scoping review.,2025,OPENALEX | PUBMED,10.1186/s12885-025-14026-x,40234807,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4409451065 | PMID:40234807,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00184,PMID:42063049,Artificial intelligence-powered virtual standardized patients in teaching history-taking skills to medical students: a randomized controlled trial.,2026,PUBMED,10.1186/s12909-026-09305-5,42063049,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:42063049,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00185,PMID:42177578,Future pharmacists in the age of Artificial Intelligence: a mixed-methods study of first-year students in Vietnam.,2026,PUBMED,10.1186/s12909-026-09368-4,42177578,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:42177578,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00186,PMID:35387649,The compensatory reserve index predicts recurrent shock in patients with severe dengue.,2022,PUBMED,10.1186/s12916-022-02311-6,35387649,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:35387649,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00187,PMID:40721799,"Ecological epidemiology insights into clonorchiosis endemicity in Guangxi, China and Vietnam: a comprehensive machine learning analysis.",2025,OPENALEX | PUBMED,10.1186/s12942-025-00404-y,40721799,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4412684559 | PMID:40721799,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00188,OPENALEX:W7166291405,A data-driven governance framework for co-creation healthcare quality in public hospitals,2026,OPENALEX,10.1186/s12982-026-02342-x,NOT_APPLICABLE,W7166291405,NOT_APPLICABLE,1,OPENALEX:W7166291405,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00189,OPENALEX:W3018428085,Protecting the gains of malaria elimination in China,2020,OPENALEX,10.1186/s40249-020-00661-y,32326979,W3018428085,NOT_APPLICABLE,1,OPENALEX:W3018428085,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00190,OPENALEX:W4386636575,Application of AI Tools in Creating Datasets from a Real Data Component for Structural Health Monitoring,2023,OPENALEX,10.1201/9781003306924-9,NOT_APPLICABLE,W4386636575,NOT_APPLICABLE,1,OPENALEX:W4386636575,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00191,OPENALEX:W7168031339,Feasibility of Real-Time AI Models For Clinical Tasks Involving Tetanus: Study Protocol,2026,OPENALEX,10.12688/wellcomeopenres.26814.1,NOT_APPLICABLE,W7168031339,NOT_APPLICABLE,1,OPENALEX:W7168031339,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00192,OPENALEX:W7125699370,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",2026,OPENALEX,10.12775/bgeo-2026-0002,NOT_APPLICABLE,W7125699370,NOT_APPLICABLE,1,OPENALEX:W7125699370,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00193,OPENALEX:W4415710412,"Developing machine learning models for vegetation health index forecasting in the Srepok basin, Vietnam",2025,OPENALEX,10.12912/27197050/212962,NOT_APPLICABLE,W4415710412,NOT_APPLICABLE,1,OPENALEX:W4415710412,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00194,OPENALEX:W4410143500,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",2025,OPENALEX,10.13057/asianjfor/r090112,NOT_APPLICABLE,W4410143500,NOT_APPLICABLE,1,OPENALEX:W4410143500,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00195,PMID:41285609,Continuity of Primary Care and Preventable Hospitalization for Acute Conditions: A Machine Learning-Based Record Linkage Study.,2025,PUBMED,10.1370/afm.240569,41285609,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:41285609,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00196,PMID:36812518,Applied machine learning for the risk-stratification and clinical decision support of hospitalised patients with dengue in Vietnam.,2022,OPENALEX | PUBMED,10.1371/journal.pdig.0000005,36812518,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4206827170 | PMID:36812518,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00197,PMID:41662365,Early individualized risk prediction using clinical data for children during the febrile phase of dengue in outpatient settings in Vietnam and Thailand.,2026,OPENALEX | PUBMED,10.1371/journal.pdig.0001171,41662365,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W7128429800 | PMID:41662365,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00198,PMID:39302916,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study.",2024,OPENALEX | PUBMED,10.1371/journal.pone.0310522,39302916,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4402676003 | PMID:39302916,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00199,PMID:39642139,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study.,2024,OPENALEX | PUBMED,10.1371/journal.pone.0315281,39642139,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4405104656 | PMID:39642139,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00200,PMID:40408340,Convolutional neural network using magnetic resonance brain imaging to predict outcome from tuberculosis meningitis.,2025,PUBMED,10.1371/journal.pone.0321655,40408340,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:40408340,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00201,PMID:41144436,Comparison of serum lactate and lactate-derived ratios as prognostic biomarkers in pediatric dengue shock syndrome using supervised machine learning models.,2025,OPENALEX | PUBMED,10.1371/journal.pone.0335022,41144436,NOT_APPLICABLE,NOT_APPLICABLE,2,OPENALEX:W4415592503 | PMID:41144436,DUPLICATE_ALIAS,DOI | PMID,Highest metadata completeness.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00202,OPENALEX:W7111334404,The study flowchart.,2025,OPENALEX,10.1371/journal.pone.0335022.g001,NOT_APPLICABLE,W7111334404,NOT_APPLICABLE,1,OPENALEX:W7111334404,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00203,OPENALEX:W7111367442,Missing value chart of candidate variables.,2025,OPENALEX,10.1371/journal.pone.0335022.s004,NOT_APPLICABLE,W7111367442,NOT_APPLICABLE,1,OPENALEX:W7111367442,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00204,OPENALEX:W7110882652,TRIPOD checklist.,2025,OPENALEX,10.1371/journal.pone.0335022.s011,NOT_APPLICABLE,W7110882652,NOT_APPLICABLE,1,OPENALEX:W7110882652,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00205,PMID:42507686,PAP_NER: A large-scale vietnamese administrative named entity recognition corpus and hybrid deep learning architecture.,2026,PUBMED,10.1371/journal.pone.0353166,42507686,NOT_APPLICABLE,NOT_APPLICABLE,1,PMID:42507686,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00206,OPENALEX:W7127637572,The Social Dimension of Sustainable Development andInequalities: A Multi-Method Analysis of HumanDevelopment Dynamics in CIVETSCountries,2026,OPENALEX,10.14419/8c9vpr66,NOT_APPLICABLE,W7127637572,NOT_APPLICABLE,1,OPENALEX:W7127637572,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00207,OPENALEX:W3209013861,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",2021,OPENALEX,10.14704/web/v18si04/web18144,NOT_APPLICABLE,W3209013861,NOT_APPLICABLE,1,OPENALEX:W3209013861,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00208,OPENALEX:W3205697285,"Genomics and big data: Research, development and applications",2021,OPENALEX,10.15625/1811-4989/16158,NOT_APPLICABLE,W3205697285,NOT_APPLICABLE,1,OPENALEX:W3205697285,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00209,OPENALEX:W7164488307,Artificial Intelligence Integration in Medical Education: A Landscape with HOT Dimensions in Viet Nam,2026,OPENALEX,10.1596/45024,NOT_APPLICABLE,W7164488307,NOT_APPLICABLE,1,OPENALEX:W7164488307,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00210,OPENALEX:W7138358879,VietCheckMed: Explainable Regulatory Compliance Checking for Medical Advertisements on Vietnamese Social Media,2026,OPENALEX,10.1609/aaai.v40i2.37077,NOT_APPLICABLE,W7138358879,NOT_APPLICABLE,1,OPENALEX:W7138358879,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00211,OPENALEX:W4408807516,Editorial: Bridging tradition and innovation: from maintaining masonry bridges to using AI for better understanding bridge behaviour,2025,OPENALEX,10.1680/jbren.2025.178.2.95,NOT_APPLICABLE,W4408807516,NOT_APPLICABLE,1,OPENALEX:W4408807516,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00212,OPENALEX:W4395081370,Using machine learning algorithms for predicting bridge vertical deflection,2024,OPENALEX,10.1680/jencm.23.00016,NOT_APPLICABLE,W4395081370,NOT_APPLICABLE,1,OPENALEX:W4395081370,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00213,OPENALEX:W7162461848,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,2026,OPENALEX,10.17605/osf.io/n5fb2,NOT_APPLICABLE,W7162461848,NOT_APPLICABLE,1,OPENALEX:W7162461848,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00214,OPENALEX:W7166448728,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),2026,OPENALEX,10.17605/osf.io/yvxqp,NOT_APPLICABLE,W7166448728,NOT_APPLICABLE,1,OPENALEX:W7166448728,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00215,OPENALEX:W3160639093,Déjà Vu – A New Coronavirus Challenge,2021,OPENALEX,10.17849/insm-49-1-5-10.1,33971005,W3160639093,NOT_APPLICABLE,1,OPENALEX:W3160639093,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00216,OPENALEX:W4297884396,Multidimensional Machine Learning on 2173 COVID-19 Patients in Vietnam,2022,OPENALEX,10.20944/preprints202209.0291.v1,NOT_APPLICABLE,W4297884396,NOT_APPLICABLE,1,OPENALEX:W4297884396,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00217,OPENALEX:W4412649646,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,2025,OPENALEX,10.20944/preprints202507.1698.v1,NOT_APPLICABLE,W4412649646,NOT_APPLICABLE,1,OPENALEX:W4412649646,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00218,OPENALEX:W4415718502,Air Quality Index Prediction with Long Short‐Term Memory—Moving Average (LSTM‐MA)—Machine Learning Model,2025,OPENALEX,10.20944/preprints202510.2310.v1,NOT_APPLICABLE,W4415718502,NOT_APPLICABLE,1,OPENALEX:W4415718502,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00219,OPENALEX:W4400089170,A Comparative assessment of ChatGPT vs. Google Translate for the translation of patient instructions,2024,OPENALEX,10.21037/jmai-24-24,NOT_APPLICABLE,W4400089170,NOT_APPLICABLE,1,OPENALEX:W4400089170,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
CANON-00220,OPENALEX:W4391164020,Downscaling daily fine Particulate Matter (PM2.5) concentration maps for Ho Chi Minh City,2024,OPENALEX,10.21203/rs.3.rs-3879162/v1,NOT_APPLICABLE,W4391164020,NOT_APPLICABLE,1,OPENALEX:W4391164020,UNIQUE,NOT_APPLICABLE,Single unique manifestation.,PENDING_SCREENING,VERIFIED_RAW_MANIFEST
