record_id,title,year,source_channels,primary_manifestation_id,locator,retrieval_status,sha256_hash,retrieval_date
CANON-00244,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),2025,OPENALEX,OPENALEX:W4406720993,https://doi.org/10.2196/preprints.71591,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00245,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries – A Pilot Feasibility Study (Preprint),2025,OPENALEX,OPENALEX:W4414753093,https://doi.org/10.2196/preprints.85169,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00247,"Applying artificial intelligence and digital health technologies, Viet Nam.",2023,OPENALEX | PUBMED,PMID:37397176,https://doi.org/10.2471/blt.22.289423,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00248,PhoBERT: Application in Disease Classification based on Vietnamese Symptom Analysis,2023,OPENALEX,OPENALEX:W4385990480,https://doi.org/10.2478/acss-2023-0004,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00249,Application of Artificial Intelligence in Healthcare in Vietnam: A Scoping Review of Current Status and Future Research Directions,2025,OPENALEX,OPENALEX:W4413217080,https://doi.org/10.25073/2588-1132/vnumps.4799,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00250,Overview of AI Agent Applications in Hospital Pharmacy Operations,2026,OPENALEX,OPENALEX:W7133961658,https://doi.org/10.25073/2588-1132/vnumps.4922,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00251,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,2019,OPENALEX,OPENALEX:W2987436579,https://doi.org/10.25073/2588-1159/vnuer.4325,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00252,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,2026,OPENALEX,OPENALEX:W7154607232,https://doi.org/10.26190/unsworks/32205,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00254,Academic use of ChatGPT among postgraduate healthcare students: Findings from a cross-sectional study,2026,OPENALEX,OPENALEX:W7163644638,https://doi.org/10.29060/taps.2026-11-3/oa3767,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00255,Development and validation of machine learning-based predictive clinical decision support system for olanzapine in patients with schizophrenia,2024,OPENALEX,OPENALEX:W4403001276,https://doi.org/10.29090/psa.2024.04.24.ap0713,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00257,Cory COVID-Bot: An Evidence-Based Behavior Change Chatbot for COVID-19.,2022,OPENALEX | PUBMED,PMID:35062181,https://doi.org/10.3233/shti210948,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00258,Transfer Learning Enhances Neurological Outcome Prediction for Out-of-Hospital Cardiac Arrest: Validation Across Diverse Geographic Contexts.,2025,OPENALEX | PUBMED,PMID:40776317,https://doi.org/10.3233/shti251300,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00259,Prediction of Early Functional Outcome After Acute Ischemic Stroke Using Real-World Clinical Data in Vietnam and Indonesia: Retrospective Cohort Study.,2026,OPENALEX | PUBMED,PMID:42174817,https://doi.org/10.3233/shti260140,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00260,"Kiến thức, thái độ và thực hành ứng dụng trí tuệ nhân tạo trong học tập của sinh viên Điều dưỡng tại Đại học Y Dược Thành phố Hồ Chí Minh",2026,OPENALEX,OPENALEX:W7169562234,https://doi.org/10.32895/hcjm.m.2026.09.04,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00262,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",2025,OPENALEX,OPENALEX:W4410527718,https://doi.org/10.33846/hd20502,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00266,Deployment and validation of an AI system for detecting abnormal chest radiographs in clinical settings.,2022,PUBMED,PMID:35966141,https://doi.org/10.3389/fdgth.2022.890759,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00267,"Measuring adherence, acceptability and likability of an artificial-intelligence-based, gamified phone application to improve the quality of dietary choices of adolescents in Ghana and Vietnam: Protocol of a randomized controlled pilot test.",2022,OPENALEX | PUBMED,PMID:36561922,https://doi.org/10.3389/fdgth.2022.961604,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00269,Humanizing pulmonary care in the era of acoustic artificial intelligence: toward global health equity,2025,OPENALEX,OPENALEX:W4415096802,https://doi.org/10.3389/fmed.2025.1666820,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00277,Cross-Cultural Identification of Acoustic Voice Features for Depression: A Cross-Sectional Study of Vietnamese and Japanese Datasets.,2025,PUBMED,PMID:41595965,https://doi.org/10.3390/bioengineering13010033,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00278,The Utilization of Machine Learning Algorithms for Assisting Physicians in the Diagnosis of Diabetes.,2023,OPENALEX | PUBMED,PMID:37370981,https://doi.org/10.3390/diagnostics13122087,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00281,Curious but Unprepared: Healthcare Students’ Perspectives on AI and Robotics in Care and the Need for Curriculum Reform,2025,OPENALEX,OPENALEX:W4413740197,https://doi.org/10.3390/ime4030030,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00282,Applied Hedge Algebra Approach with Multilingual Large Language Models to Extract Hidden Rules in Datasets for Improvement of Generative AI Applications,2024,OPENALEX,OPENALEX:W4400199015,https://doi.org/10.3390/info15070381,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00283,Artificial Intelligence vs. Natural Stupidity: Evaluating AI readiness for the Vietnamese Medical Information System.,2019,OPENALEX | PUBMED,PMID:30717268,https://doi.org/10.3390/jcm8020168,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00287,Sepsis Mortality Prediction Using Wearable Monitoring in Low-Middle Income Countries.,2022,OPENALEX | PUBMED,PMID:35632275,https://doi.org/10.3390/s22103866,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00288,Classification of Tetanus Severity in Intensive-Care Settings for Low-Income Countries Using Wearable Sensing.,2022,OPENALEX | PUBMED,PMID:36081013,https://doi.org/10.3390/s22176554,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00290,Computer-Aided Detection for Chest Radiography to Improve the Quality of Tuberculosis Diagnosis in Vietnam's District Health Facilities: An Implementation Study.,2023,PUBMED,PMID:37999607,https://doi.org/10.3390/tropicalmed8110488,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00294,Automated 12-Lead Electrocardiograms (ECG) Digitization and WaveForm DataBase (WFDB) Standardization: Insights from Vietnamese Clinical Data.,2026,PUBMED,PMID:41911083,https://doi.org/10.3791/70359,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00297,An Android-Based mHealth App for Color Vision Screening and Career Guidance: Design and Validation,2025,OPENALEX,OPENALEX:W4417273604,https://doi.org/10.3991/ijoe.v21i14.58157,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00299,From COVID-19 to Nipah virus preparedness in low- and middle-income countries: Re-centering points of decision and responsible AI,2026,OPENALEX,OPENALEX:W7152028441,https://doi.org/10.4103/apjtm.apjtm_118_26,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00303,"Effectiveness of artificial intelligence for diabetic retinopathy screening in community in Binh Dinh Province, Vietnam.",2024,OPENALEX | PUBMED,PMID:39430352,https://doi.org/10.4103/tjo.tjo-d-23-00101,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00304,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,2025,OPENALEX,OPENALEX:W4414528596,https://doi.org/10.4108/eetsis.7678,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00305,AI for Sustainable Development in Middle-Income Southeast Asia,2026,OPENALEX,OPENALEX:W7160442136,https://doi.org/10.4324/9781003715689-3,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00307,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,2025,OPENALEX,OPENALEX:W4414706958,https://doi.org/10.47191/jefms/v8-i9-57,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00310,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,2026,OPENALEX,OPENALEX:W7155372537,https://doi.org/10.48448/2a35-ph29,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00312,Real-time Speech Summarization for Medical Conversations,2024,OPENALEX,OPENALEX:W4400023013,https://doi.org/10.48550/arxiv.2406.15888,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00313,Sentiment Reasoning for Healthcare,2024,OPENALEX,OPENALEX:W4401306284,https://doi.org/10.48550/arxiv.2407.21054,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00314,"Application of machine learning models to predict the relationship between air pollution, ecosystem degradation, and health disparities and lung cancer in Vietnam",2025,OPENALEX,OPENALEX:W4414829294,https://doi.org/10.48550/arxiv.2504.08651,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00315,Comparing Large Language Models and Traditional Machine Translation Tools for Translating Medical Consultation Summaries: A Pilot Study,2025,OPENALEX,OPENALEX:W4415066414,https://doi.org/10.48550/arxiv.2504.16601,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00317,ViHERMES: A Graph-Grounded Multihop Question Answering Benchmark and System for Vietnamese Healthcare Regulations,2026,OPENALEX,OPENALEX:W7128506310,https://doi.org/10.48550/arxiv.2602.07361,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00319,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,2026,OPENALEX,OPENALEX:W7163583691,https://doi.org/10.48550/arxiv.2606.04037,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00320,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,2026,OPENALEX,OPENALEX:W7171671313,https://doi.org/10.48550/arxiv.2607.25232,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00321,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",2025,OPENALEX,OPENALEX:W4409928699,https://doi.org/10.51298/vmj.v550i1.13913,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00322,Forecasting HIV Treatment loss of follow up rate Using Deep Learning and Survival Analysis in Ho Chi Minh City,2025,OPENALEX,OPENALEX:W4410250380,https://doi.org/10.51403/0868-2836/2024/2142,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00324,APPLICATION OF ARTIFICIAL INTELLIGENCE TO DEVELOP A MODEL FOR IDENTIFYING MANIA BASED ON VOICE: PRELIMINARY RESULTS,2026,OPENALEX,OPENALEX:W7162137859,https://doi.org/10.52163/yhc.v67ie1.5097,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00335,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,2026,OPENALEX,OPENALEX:W7159973139,https://doi.org/10.5281/zenodo.20007941,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00336,LEGAL CHALLENGES IN THE ERA OF ARTIFICIAL INTELLIGENCE REGARDING PATIENTS' RIGHTS: LESSON FOR VIETNAMESE MEDICAL STUDENTS,2026,OPENALEX,OPENALEX:W7159975701,https://doi.org/10.5281/zenodo.20007942,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00344,Cost-Aware Distillation of a Commercial First-Trimester Preeclampsia Screening Engine in Northern Vietnam: Tiered Feature Sets and Explain Ability,2026,OPENALEX,OPENALEX:W7164035859,https://doi.org/10.52852/tcncyh.v202i5e18.4613,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00356,Application of deep learning techniques in supportting the diagnosis of pneumonia through X-ray images,2021,OPENALEX,OPENALEX:W4297788599,https://doi.org/10.56824/vujs.2021nt24,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00357,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions.,2026,OPENALEX | PUBMED,PMID:42258871,https://doi.org/10.5811/westjem.48825,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00358,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,2026,OPENALEX,OPENALEX:W7161401802,https://doi.org/10.5812/ijpbs-169858,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00359,APPLICATION OF ARTIFICIAL INTELLIGENCE IN SCREENING FOR AUTISM SPECTRUM DISORDER IN CHILDREN AT CAN THO CHILDREN'S HOSPITAL,2026,OPENALEX,OPENALEX:W7169506880,https://doi.org/10.58490/ctjump.2026i11ta.4353,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00360,Bibliometric Analysis of Human‑Centered AI Research in Southeast Asia (2015–2025),2025,OPENALEX,OPENALEX:W7133528178,https://doi.org/10.58812/esiscs.v3i02.799,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00365,Machine learning models for predicting hospital readmission due to cardiovascular diseases among the elderly: a scoping review,2025,OPENALEX,OPENALEX:W7142353544,https://doi.org/10.6084/m9.figshare.30000934.v2,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00366,Machine learning models for predicting hospital readmission due to cardiovascular diseases among the elderly: a scoping review,2025,OPENALEX,OPENALEX:W7160627606,https://doi.org/10.6084/m9.figshare.30000934.v3,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00367,Machine learning models for predicting hospital readmission due to cardiovascular diseases among the elderly: a scoping review,2025,OPENALEX,OPENALEX:W7162202752,https://doi.org/10.6084/m9.figshare.30000934.v4,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00370,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",2026,OPENALEX,OPENALEX:W7167919040,https://doi.org/10.62685/tbjmp.2026.22.05,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00372,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,2025,OPENALEX,OPENALEX:W4412028105,https://doi.org/10.63947/bvtn.v1i1.1,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00374,Application of Artificial Intelligence in the Healthcare Sector and Legal Challenges: A Study in Vietnam,2025,OPENALEX,OPENALEX:W4416631582,https://doi.org/10.64753/jcasc.v10i2.1894,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00375,Large language models for self-administered conversational vignette assessment of provider competencies: A pilot and validation study in Vietnam with automated LLM-powered transcript classification,2026,OPENALEX,OPENALEX:W7133557985,https://doi.org/10.64898/2026.03.02.26347479,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00378,"Contributions to Monitoring, Anomaly Detection and Classification Using Artificial Intelligence and Statistical Methods : Applications in Smart Manufacturing and Healthcare",2025,OPENALEX,OPENALEX:W7144112101,https://doi.org/10.70675/96bb05faz4257z4660zb2f8z7e1ba70e98d0,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00382,Development and Validation of Machine Learning Models for Predicting Low Birth Weight in Singleton Pregnancies in Vietnam.,2026,OPENALEX | PUBMED,PMID:42147526,https://doi.org/10.7759/cureus.106995,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
CANON-00383,Machine Learning Nomogram for Predicting Dengue Shock Syndrome in Pediatric Patients With Dengue Fever in Vietnam.,2025,OPENALEX | PUBMED,PMID:40337565,https://doi.org/10.7759/cureus.81819,RETRIEVED_ONLINE_LOCATOR,N/A,2026-08-02
